id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,urgency,scenario_family,event_id,source_type,annotation_reason,language,split
rpv3-02834,Please help: Biological report: A person is unconscious with severe injuries and requires emergency medical help now. near the school. No other details are available.,CRITICAL,biological,1,0,0,1,1,2,medical,v3_biological_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-00351,Flood report: The preparedness drill finished normally and this is not an active emergency. near the market.,LOW,flood,0,0,0,0,0,4,drill,v3_flood_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,test
rpv3-02812,"Resident says: At this location, biological report: People are trapped and cannot escape; immediate rescue is required. along the main road. This is the latest update.",CRITICAL,biological,1,1,0,0,5,2,trapped,v3_biological_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,test
rpv3-01378,"Field update: At this location, wildfire report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market.",HIGH,wildfire,0,0,0,0,30,3,route,v3_wildfire_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01740,Caller reports: Tornado report: A serious but stable injury requires prompt treatment; the person is conscious. near the school.,HIGH,tornado,1,0,0,1,1,5,injury,v3_tornado_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03059,Dispatch note: Biological report: Debris is blocking a local road and a maintenance response is needed. near the market. Send the appropriate team.,MEDIUM,biological,0,0,0,0,4,1,road,v3_biological_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,validation
rpv3-01063,"Caller reports: At this location, hurricane report: One person has a stable minor injury and can wait for non-urgent medical assistance. by the river.",MEDIUM,hurricane,1,0,0,1,1,5,stable,v3_hurricane_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-02651,Transportation report: Debris is blocking a local road and a maintenance response is needed. near the market. Send the appropriate team.,MEDIUM,transportation,0,0,0,0,4,4,road,v3_transportation_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,test
rpv3-01719,Caller reports: Tornado report: Damage has made several homes unsafe and families need urgent evacuation support. near the market. No other details are available.,HIGH,tornado,0,0,0,0,18,2,evacuation,v3_tornado_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-00346,"Field update: At this location, flood report: The preparedness drill finished normally and this is not an active emergency. by the river.",LOW,flood,0,0,0,0,0,5,drill,v3_flood_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,test
rpv3-00248,Resident says: Flood report: Debris is blocking a local road and a maintenance response is needed. in the north district. Please advise.,MEDIUM,flood,0,0,0,0,4,5,road,v3_flood_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,validation
rpv3-03470,Societal report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market. Send the appropriate team.,MEDIUM,societal,1,0,0,1,1,4,stable,v3_societal_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,test
rpv3-00280,Field update: Flood report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market. No other details are available.,MEDIUM,flood,1,0,0,1,1,5,stable,v3_flood_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-03764,Field update: Other report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road.,HIGH,other,0,0,0,0,30,2,route,v3_other_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-02955,"Caller reports: At this location, biological report: Several households need urgent shelter after the incident, with no one trapped. near the market. This is the latest update.",HIGH,biological,0,0,0,0,24,1,shelter,v3_biological_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-01190,Hurricane report: The forecast is being monitored from a safe place; no response is requested. at the apartment block.,LOW,hurricane,0,0,0,0,0,5,forecast,v3_hurricane_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,test
rpv3-03464,Resident says: Societal report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the school. Please advise.,MEDIUM,societal,1,0,0,1,1,4,stable,v3_societal_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,test
rpv3-00384,Resident says: Flood report: The forecast is being monitored from a safe place; no response is requested. along the main road. This is the latest update.,LOW,flood,0,0,0,0,0,2,forecast,v3_flood_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-01663,"Caller reports: At this location, tornado report: A fast-moving fire has people trapped inside and crews are needed without delay. along the main road.",CRITICAL,tornado,0,1,1,0,6,4,fire,v3_tornado_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-01955,"Caller reports: At this location, tornado report: The preparedness drill finished normally and this is not an active emergency. at the apartment block.",LOW,tornado,0,0,0,0,0,2,drill,v3_tornado_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,validation
rpv3-01332,"Resident says: At this location, wildfire report: A serious but stable injury needs prompt treatment; the person is conscious. along the main road.",HIGH,wildfire,1,0,0,1,1,3,injury,v3_wildfire_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03533,Please help: Societal report: This is a news update about the disaster; there is no emergency here. in the north district. No other details are available.,LOW,societal,0,0,0,0,0,5,news,v3_societal_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,validation
rpv3-02575,"At this location, transportation report: A blocked route is affecting many residents and responders should provide urgent assistance. near the school. Please advise.",HIGH,transportation,0,0,0,0,30,5,route,v3_transportation_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,validation
rpv3-03158,"Caller reports: At this location, biological report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. Send the appropriate team.",LOW,biological,0,0,0,0,0,3,drill,v3_biological_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-03680,Caller reports: Other report: A fast-moving fire has people trapped inside and crews are needed without delay. near the market. No other details are available.,CRITICAL,other,0,1,1,0,6,4,fire,v3_other_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-01860,Please help: Tornado report: Debris is blocking a local road and a maintenance response is needed. near the school. No other details are available.,MEDIUM,tornado,0,0,0,0,4,5,road,v3_tornado_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,test
rpv3-00253,Flood report: Debris is blocking a local road and a maintenance response is needed. by the river. No other details are available.,MEDIUM,flood,0,0,0,0,4,2,road,v3_flood_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,validation
rpv3-00449,"Caller reports: At this location, earthquake report: A structure has collapsed around residents; responders must start a rescue immediately. in the north district.",CRITICAL,earthquake,1,1,0,0,8,4,collapse,v3_earthquake_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,test
rpv3-00167,Resident says: Flood report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road. Send the appropriate team.,HIGH,flood,0,0,0,0,30,1,route,v3_flood_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01575,"Field update: At this location, wildfire report: A small incident is contained; everyone is accounted for and safe. by the river. No other details are available.",LOW,wildfire,0,0,1,0,2,2,contained,v3_wildfire_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-03840,"Field update: Other report: Several people need water and supplies, but everyone is safe for now. by the river. No other details are available.",MEDIUM,other,0,0,0,0,15,5,supplies,v3_other_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01953,Resident says: Tornado report: The preparedness drill finished normally and this is not an active emergency. by the river. No other details are available.,LOW,tornado,0,0,0,0,0,4,drill,v3_tornado_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,validation
